"No.","Time","Source","Destination","Protocol","Length","Info","RTT"
"3813","108.740405","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981510 Ack=152584 Win=342016 Len=0","0.009945000"
"3814","108.740405","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981510 Ack=152637 Win=342016 Len=0","0.009945000"
"3818","108.804878","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=152637 Ack=3981652 Win=1051904 Len=0","0.000114000"
"3820","108.813506","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=152676 Win=342016 Len=0","0.008189000"
"3830","116.944116","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=153885 Win=344832 Len=0","0.010029000"
"3831","116.944497","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=155285 Win=347648 Len=0","0.010068000"
"3832","116.945351","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=156685 Win=350464 Len=0","0.010922000"
"3833","116.945351","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=157105 Win=353280 Len=0","0.010922000"
"3834","116.947796","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=158505 Win=356096 Len=0","0.007998000"
"3835","116.947796","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=158678 Win=358912 Len=0","0.007998000"
"3836","116.947796","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=160078 Win=361728 Len=0","0.007787000"
"3837","116.949554","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=161478 Win=364544 Len=0","0.009545000"
"3838","116.949554","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=3981652 Ack=161638 Win=367360 Len=0","0.009545000"
"3870","117.184424","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=161638 Ack=4018763 Win=1052672 Len=0","0.000670000"
"3872","117.193631","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4018763 Ack=161677 Win=367360 Len=0","0.008351000"
"3898","117.675954","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=161677 Ack=4051447 Win=1052672 Len=0","0.000343000"
"3923","117.683637","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=161677 Ack=4084405 Win=1052672 Len=0","0.000502000"
"3928","117.700216","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4084405 Ack=163077 Win=370176 Len=0","0.008042000"
"3929","117.700216","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4084405 Ack=163997 Win=372992 Len=0","0.008042000"
"3930","117.705126","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4084405 Ack=165397 Win=375808 Len=0","0.008234000"
"3931","117.705126","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4084405 Ack=165897 Win=378624 Len=0","0.008234000"
"3937","117.726318","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=165897 Ack=4087524 Win=1052672 Len=0","0.000180000"
"3939","117.748302","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087524 Ack=165936 Win=378624 Len=0","0.021613000"
"3943","117.767382","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=165936 Ack=4087698 Win=1052416 Len=0","0.000118000"
"3947","117.794676","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=165975 Ack=4087798 Win=1052416 Len=0","0.000115000"
"3949","117.795553","10.100.102.10","142.251.37.78","TCP","66","[TCP Dup ACK 3947#1] 49284  >  443 [ACK] Seq=165975 Ack=4087798 Win=1052416 Len=0 SLE=4087767 SRE=4087798","0.000081000"
"3950","117.809152","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087798 Ack=165975 Win=378624 Len=0","0.041285000"
"3953","120.216852","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087798 Ack=167375 Win=381440 Len=0","0.008363000"
"3954","120.216852","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087798 Ack=168574 Win=384256 Len=0","0.008363000"
"3957","120.281026","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=168574 Ack=4087898 Win=1052416 Len=0","0.000148000"
"3959","120.281957","10.100.102.10","142.251.37.78","TLSv1.3","93","Application Data","0.000213000"
"3960","120.290683","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087937 Ack=168613 Win=384256 Len=0","0.008726000"
"3965","124.739467","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087937 Ack=170013 Win=387072 Len=0","0.008244000"
"3966","124.739467","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087937 Ack=170621 Win=389888 Len=0","0.008244000"
"3967","124.740238","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087937 Ack=172021 Win=392704 Len=0","0.008908000"
"3968","124.740238","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4087937 Ack=172626 Win=395520 Len=0","0.008908000"
"3972","124.809245","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=172626 Ack=4088078 Win=1052160 Len=0","0.000080000"
"3974","124.817228","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088078 Ack=172665 Win=395520 Len=0","0.007822000"
"3977","127.420999","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088078 Ack=174065 Win=398336 Len=0","0.007785000"
"3978","127.420999","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088078 Ack=174290 Win=401152 Len=0","0.007785000"
"3982","127.485896","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=174290 Ack=4088218 Win=1051904 Len=0","0.000074000"
"3984","127.493872","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088218 Ack=174329 Win=401152 Len=0","0.007840000"
"3986","130.584858","172.217.22.110","10.100.102.10","TLSv1.3","93","Application Data","0.012298000"
"3987","130.638865","10.100.102.10","172.217.22.110","TCP","54","49299  >  443 [ACK] Seq=1354 Ack=8498 Win=262912 Len=0","0.054007000"
"3990","137.377735","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088218 Ack=175729 Win=403968 Len=0","0.010637000"
"3991","137.377735","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088218 Ack=176256 Win=406784 Len=0","0.010637000"
"3995","137.440800","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=176256 Ack=4088358 Win=1051904 Len=0","0.000123000"
"3997","137.449436","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088358 Ack=176295 Win=406784 Len=0","0.008079000"
"4000","147.378714","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088358 Ack=177695 Win=409600 Len=0","0.011047000"
"4001","147.378714","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088358 Ack=177930 Win=412416 Len=0","0.011047000"
"4005","147.442661","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=177930 Ack=4088498 Win=1051648 Len=0","0.000177000"
"4007","147.451358","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=177969 Win=412416 Len=0","0.008059000"
"4017","156.911628","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=179369 Win=415232 Len=0","0.009063000"
"4018","156.911628","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=180132 Win=418048 Len=0","0.009063000"
"4019","156.912687","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=181532 Win=420864 Len=0","0.009996000"
"4020","156.912687","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=182932 Win=423680 Len=0","0.009996000"
"4021","156.912687","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=183352 Win=426496 Len=0","0.009996000"
"4022","156.915743","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=183968 Win=429312 Len=0","0.008430000"
"4023","156.915743","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=185368 Win=432128 Len=0","0.008178000"
"4024","156.915743","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=186768 Win=434944 Len=0","0.008178000"
"4025","156.915743","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4088498 Ack=186928 Win=437760 Len=0","0.008178000"
"4037","157.121390","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186928 Ack=4103039 Win=1052672 Len=0","0.000277000"
"4058","157.123543","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186928 Ack=4129220 Win=1052672 Len=0","0.000555000"
"4061","157.124303","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186928 Ack=4129290 Win=1052672 Len=0","0.000145000"
"4063","157.132707","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4129290 Ack=186967 Win=437760 Len=0","0.008143000"
"4075","157.600765","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186967 Ack=4143835 Win=1052672 Len=0","0.000246000"
"4102","157.601801","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186967 Ack=4178623 Win=1052672 Len=0","0.000330000"
"4115","157.603374","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=186967 Ack=4194924 Win=1052672 Len=0","0.000203000"
"4119","157.646507","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4194924 Ack=188367 Win=440576 Len=0","0.010582000"
"4120","157.646507","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4194924 Ack=189767 Win=443392 Len=0","0.010582000"
"4121","157.646507","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4194924 Ack=190224 Win=446208 Len=0","0.010582000"
"4130","157.655274","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=193735 Ack=4197310 Win=1052672 Len=0","0.000170000"
"4132","157.661278","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197310 Ack=193024 Win=451840 Len=0","0.008661000"
"4133","157.664331","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197310 Ack=193774 Win=454656 Len=0","0.008752000"
"4137","157.709534","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=193774 Ack=4197449 Win=1052416 Len=0","0.000147000"
"4139","157.721837","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197449 Ack=193813 Win=454656 Len=0","0.011907000"
"4142","157.725060","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=193813 Ack=4197549 Win=1052416 Len=0","0.000088000"
"4144","157.725958","10.100.102.10","142.251.37.78","TLSv1.3","93","Application Data","0.000191000"
"4145","157.739569","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197588 Ack=193852 Win=454656 Len=0","0.013611000"
"4149","159.764916","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197588 Ack=195252 Win=457472 Len=0","0.008214000"
"4150","159.764916","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197588 Ack=196652 Win=460288 Len=0","0.008214000"
"4151","159.765332","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197588 Ack=197648 Win=463104 Len=0","0.008630000"
"4155","159.831182","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=197648 Ack=4197727 Win=1052160 Len=0","0.000166000"
"4157","159.839939","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=197687 Win=463104 Len=0","0.008419000"
"4163","162.135735","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=199087 Win=465920 Len=0","0.008273000"
"4164","162.135735","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=199900 Win=468736 Len=0","0.008273000"
"4165","162.136401","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=201300 Win=471552 Len=0","0.008722000"
"4166","162.136401","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=202700 Win=474368 Len=0","0.008722000"
"4167","162.136401","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4197727 Ack=202726 Win=474368 Len=0","0.008722000"
"4189","162.399384","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=202726 Ack=4221876 Win=1052672 Len=0","0.000533000"
"4192","162.405090","10.100.102.10","142.251.37.78","TCP","66","[TCP Dup ACK 4189#1] 49284  >  443 [ACK] Seq=202765 Ack=4221876 Win=1052672 Len=0 SLE=4221837 SRE=4221876","0.000075000"
"4193","162.410289","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4221876 Ack=202765 Win=474368 Len=0","0.010307000"
"4198","164.299566","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4221876 Ack=204165 Win=477184 Len=0","0.008893000"
"4199","164.299566","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4221876 Ack=204241 Win=477184 Len=0","0.008893000"
"4200","164.299566","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4221876 Ack=205641 Win=480000 Len=0","0.008805000"
"4201","164.301111","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4221876 Ack=206247 Win=482816 Len=0","0.010350000"
"4205","164.387009","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=206247 Ack=4222017 Win=1052416 Len=0","0.000082000"
"4208","164.391375","10.100.102.10","142.251.37.78","TCP","66","[TCP Dup ACK 4205#1] 49284  >  443 [ACK] Seq=206286 Ack=4222017 Win=1052416 Len=0 SLE=4221978 SRE=4222017","0.000092000"
"4209","164.395285","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222017 Ack=206286 Win=482816 Len=0","0.007808000"
"4212","165.370855","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222017 Ack=207686 Win=485632 Len=0","0.009865000"
"4213","165.370855","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222017 Ack=208707 Win=488448 Len=0","0.009865000"
"4216","165.433703","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=208707 Ack=4222117 Win=1052416 Len=0","0.000162000"
"4218","165.434775","10.100.102.10","142.251.37.78","TLSv1.3","93","Application Data","0.000341000"
"4219","165.442286","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222156 Ack=208746 Win=488448 Len=0","0.007511000"
"4222","175.294423","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222156 Ack=210146 Win=491264 Len=0","0.009468000"
"4223","175.294423","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222156 Ack=210184 Win=491264 Len=0","0.009468000"
"4227","175.358523","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=210184 Ack=4222295 Win=1052160 Len=0","0.000114000"
"4229","175.366568","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=210223 Win=491264 Len=0","0.007690000"
"4239","178.992358","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=211623 Win=494080 Len=0","0.011181000"
"4240","178.992358","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=212576 Win=496896 Len=0","0.011181000"
"4241","178.992711","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=213976 Win=499712 Len=0","0.011393000"
"4242","178.992711","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=215376 Win=502528 Len=0","0.011393000"
"4243","178.992711","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=215795 Win=505344 Len=0","0.011393000"
"4244","178.992711","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=216225 Win=508160 Len=0","0.009210000"
"4245","178.993393","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=217625 Win=510976 Len=0","0.009776000"
"4246","178.993393","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=219025 Win=513792 Len=0","0.009776000"
"4247","178.993393","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4222295 Ack=219184 Win=513792 Len=0","0.009776000"
"4260","179.207419","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=219184 Ack=4238053 Win=1052672 Len=0","0.000420000"
"4275","179.208773","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=219184 Ack=4257453 Win=1052672 Len=0","0.000266000"
"4278","179.209681","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=219184 Ack=4257523 Win=1052672 Len=0","0.000119000"
"4280","179.217742","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4257523 Ack=219223 Win=513792 Len=0","0.007842000"
"4284","179.736914","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4257523 Ack=220623 Win=516608 Len=0","0.008370000"
"4285","179.736914","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4257523 Ack=222023 Win=519424 Len=0","0.008370000"
"4286","179.742354","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4257523 Ack=222681 Win=522240 Len=0","0.013810000"
"4312","179.742844","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=222681 Ack=4290208 Win=1052672 Len=0","0.000490000"
"4326","179.744632","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=222716 Ack=4306865 Win=1052672 Len=0","0.000223000"
"4339","179.748100","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=222716 Ack=4323169 Win=1052672 Len=0","0.000254000"
"4343","179.756665","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4323169 Ack=222716 Win=522240 Len=0","0.013272000"
"4344","179.758626","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4323169 Ack=224116 Win=525056 Len=0","0.008109000"
"4345","179.758626","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4323169 Ack=225516 Win=527872 Len=0","0.008109000"
"4346","179.759338","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4323169 Ack=226211 Win=530688 Len=0","0.008821000"
"4356","179.801278","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=226211 Ack=4328487 Win=1052672 Len=0","0.000334000"
"4358","179.822194","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328487 Ack=226250 Win=530688 Len=0","0.019924000"
"4362","179.823697","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=226250 Ack=4328626 Win=1052416 Len=0","0.000255000"
"4364","179.840220","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328626 Ack=226289 Win=530688 Len=0","0.014929000"
"4368","181.731309","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328626 Ack=227689 Win=533504 Len=0","0.010520000"
"4369","181.731309","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328626 Ack=229089 Win=536320 Len=0","0.010520000"
"4370","181.731622","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328626 Ack=230085 Win=539136 Len=0","0.010833000"
"4374","181.795013","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=230085 Ack=4328765 Win=1052416 Len=0","0.000087000"
"4376","181.805191","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=230124 Win=539136 Len=0","0.009886000"
"4380","183.914036","172.217.22.110","10.100.102.10","TCP","60","443  >  49299 [ACK] Seq=8498 Ack=1417 Win=65536 Len=0","0.009981000"
"4382","183.914036","172.217.22.110","10.100.102.10","TCP","60","443  >  49299 [ACK] Seq=8499 Ack=1418 Win=65536 Len=0","0.009760000"
"4384","184.150794","10.100.102.10","172.217.22.110","TCP","54","[TCP ZeroWindow] 49299  >  443 [ACK] Seq=1418 Ack=8499 Win=0 Len=0","0.236758000"
"4390","185.483447","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=231524 Win=541952 Len=0","0.007503000"
"4391","185.483447","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=232924 Win=544768 Len=0","0.007503000"
"4392","185.483447","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=233038 Win=544768 Len=0","0.007503000"
"4393","185.484238","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=234438 Win=547584 Len=0","0.008155000"
"4394","185.484238","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328765 Ack=235044 Win=550400 Len=0","0.008155000"
"4398","185.557279","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=235044 Ack=4328906 Win=1052160 Len=0","0.000109000"
"4400","185.566031","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328906 Ack=235083 Win=550400 Len=0","0.008323000"
"4404","191.404676","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328906 Ack=236483 Win=553216 Len=0","0.010477000"
"4405","191.404676","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328906 Ack=237883 Win=556032 Len=0","0.010477000"
"4406","191.404676","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4328906 Ack=237923 Win=556032 Len=0","0.010477000"
"4410","191.467182","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=237923 Ack=4329046 Win=1052160 Len=0","0.000103000"
"4412","191.475894","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=4329046 Ack=237962 Win=556032 Len=0","0.008398000"
